Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Papua New Guinea,PNG,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Paraguay,PRY,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Peru,PER,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Philippines,PHL,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Poland,POL,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Portugal,PRT,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Post-demographic dividend,PST,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Pre-demographic dividend,PRE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Puerto Rico,PRI,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Qatar,QAT,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Romania,ROU,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Russian Federation,RUS,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Rwanda,RWA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Samoa,WSM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,San Marino,SMR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sao Tome and Principe,STP,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Saudi Arabia,SAU,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Senegal,SEN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Serbia,SRB,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Seychelles,SYC,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sierra Leone,SLE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Singapore,SGP,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sint Maarten (Dutch part),SXM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovak Republic,SVK,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovenia,SVN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Small states,SST,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Solomon Islands,SLB,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Somalia,SOM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Asia,SAS,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Asia (IDA & IBRD),TSA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Sudan,SSD,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Spain,ESP,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sri Lanka,LKA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Kitts and Nevis,KNA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Lucia,LCA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Martin (French part),MAF,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Vincent and the Grenadines,VCT,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sub-Saharan Africa,SSF,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sub-Saharan Africa (excluding high income),SSA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sudan,SDN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Suriname,SUR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sweden,SWE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Switzerland,CHE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Syrian Arab Republic,SYR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tajikistan,TJK,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tanzania,TZA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Thailand,THA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Timor-Leste,TLS,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Togo,TGO,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tonga,TON,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Trinidad and Tobago,TTO,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tunisia,TUN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkey,TUR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkmenistan,TKM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turks and Caicos Islands,TCA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tuvalu,TUV,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uganda,UGA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ukraine,UKR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Arab Emirates,ARE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Kingdom,GBR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United States,USA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Upper middle income,UMC,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uruguay,URY,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uzbekistan,UZB,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vanuatu,VUT,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Venezuela, RB",VEN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vietnam,VNM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Virgin Islands (U.S.),VIR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,West Bank and Gaza,PSE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,World,WLD,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Yemen, Rep.",YEM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zambia,ZMB,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zimbabwe,ZWE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Afghanistan,AFG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Africa Eastern and Southern,AFE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Africa Western and Central,AFW,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Albania,ALB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Algeria,DZA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,American Samoa,ASM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Andorra,AND,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Angola,AGO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Antigua and Barbuda,ATG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Arab World,ARB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Argentina,ARG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Armenia,ARM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Aruba,ABW,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Australia,AUS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Austria,AUT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Azerbaijan,AZE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Bahamas, The",BHS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Caribbean small states,CSS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central Europe and the Baltics,CEB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Costa Rica,CRI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cote d'Ivoire,CIV,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Croatia,HRV,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cuba,CUB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Curacao,CUW,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cyprus,CYP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Czech Republic,CZE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Denmark,DNK,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Djibouti,DJI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominica,DMA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominican Republic,DOM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Early-demographic dividend,EAR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,EAS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific (excluding high income),EAP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ecuador,ECU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Egypt, Arab Rep.",EGY,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,El Salvador,SLV,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Equatorial Guinea,GNQ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eritrea,ERI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Estonia,EST,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eswatini,SWZ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ethiopia,ETH,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Euro area,EMU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,ECS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia (excluding high income),ECA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,European Union,EUU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Faroe Islands,FRO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fiji,FJI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Finland,FIN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fragile and conflict affected situations,FCS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,France,FRA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,French Polynesia,PYF,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gabon,GAB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Gambia, The",GMB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Georgia,GEO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Germany,DEU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gibraltar,GIB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greece,GRC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greenland,GRL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Grenada,GRD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guam,GUM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guatemala,GTM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea,GIN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea-Bissau,GNB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guyana,GUY,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Haiti,HTI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Heavily indebted poor countries (HIPC),HPC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,High income,HIC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Honduras,HND,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Hong Kong SAR, China",HKG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Hungary,HUN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IBRD only,IBD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iceland,ISL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA & IBRD total,IBT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA blend,IDB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA only,IDX,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA total,IDA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Indonesia,IDN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Iran, Islamic Rep.",IRN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iraq,IRQ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ireland,IRL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Isle of Man,IMN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Israel,ISR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Italy,ITA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jamaica,JAM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Japan,JPN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jordan,JOR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kazakhstan,KAZ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kiribati,KIR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Rep.",KOR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kosovo,XKX,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kuwait,KWT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kyrgyz Republic,KGZ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lao PDR,LAO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Late-demographic dividend,LTE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean,LCN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean (excluding high income),LAC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latvia,LVA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Least developed countries: UN classification,LDC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lebanon,LBN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lesotho,LSO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liberia,LBR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Libya,LBY,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liechtenstein,LIE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lithuania,LTU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Low & middle income,LMY,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Low income,LIC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lower middle income,LMC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Luxembourg,LUX,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Macao SAR, China",MAC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Madagascar,MDG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malawi,MWI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malaysia,MYS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Maldives,MDV,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mali,MLI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malta,MLT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Marshall Islands,MHL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritania,MRT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritius,MUS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mexico,MEX,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Micronesia, Fed. Sts.",FSM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa,MEA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa (excluding high income),MNA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Middle income,MIC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Moldova,MDA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Monaco,MCO,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mongolia,MNG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Montenegro,MNE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Morocco,MAR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mozambique,MOZ,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Myanmar,MMR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Namibia,NAM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nauru,NRU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nepal,NPL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Netherlands,NLD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,New Caledonia,NCL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,New Zealand,NZL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nicaragua,NIC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Niger,NER,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nigeria,NGA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,North America,NAC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,North Macedonia,MKD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Northern Mariana Islands,MNP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Norway,NOR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Not classified,INX,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,OECD members,OED,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Oman,OMN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Other small states,OSS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Pacific island small states,PSS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Pakistan,PAK,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Palau,PLW,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Panama,PAN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Papua New Guinea,PNG,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Paraguay,PRY,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Peru,PER,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Philippines,PHL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Poland,POL,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Portugal,PRT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Post-demographic dividend,PST,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Pre-demographic dividend,PRE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Puerto Rico,PRI,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Qatar,QAT,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Romania,ROU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Russian Federation,RUS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Rwanda,RWA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Samoa,WSM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,San Marino,SMR,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sao Tome and Principe,STP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Saudi Arabia,SAU,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Senegal,SEN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Serbia,SRB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Seychelles,SYC,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sierra Leone,SLE,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Singapore,SGP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sint Maarten (Dutch part),SXM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Slovak Republic,SVK,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Slovenia,SVN,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Small states,SST,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Solomon Islands,SLB,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Somalia,SOM,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Africa,ZAF,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Asia,SAS,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Asia (IDA & IBRD),TSA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,South Sudan,SSD,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Spain,ESP,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Sri Lanka,LKA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Kitts and Nevis,KNA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Lucia,LCA,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,St. Martin (French part),MAF,..
